sentence_id,sentence_text,gold_tokens,pred_tokens,missing_tokens,extra_tokens,exact_match,token_accuracy
2092,Evrak çantası içinden türlü türlü renklerde birtakım kâğıtlar çıkarıp göstererek ilave etti .,Evrak çantası içinden türlü türlü renklerde birtakım kâğıtlar çıkarıp göstererek ilave etti .,Evrak çantası içinden türlü türlü renklerde birtakım kâğıtlar çıkarıp göstererek ilave etti .,,,True,1.0
2093,"Yemeyi , içmeyi , konuşmayı , düşmanlarımı , dostlarımı , orta malı hislerimi ve evreni unuttum .","Yemeyi , içmeyi , konuşmayı , düşmanlarımı , dostlarımı , orta malı hislerimi ve evreni unuttum .","Yemeyi , içmeyi , konuşmayı , düşmanlarımı , dostlarımı , orta malı hislerimi ve evreni unuttum .",,,True,1.0
2094,Evrensel düşünüyor .,Evrensel düşünüyor .,Evrensel düşünüyor .,,,True,1.0
2095,"Yollar evvel bahar gibiydi , aldanıp oyalandık .","Yollar evvel bahar gibiydi , aldanıp oyalandık .","Yollar evvel bahar gibiydi , aldanıp oyalandık .",,,True,1.0
2096,Cellat bana bu aynanın evveliyatını anlattığında ona inanmakta güçlük çektim .,Cellat bana bu aynanın evveliyatını anlattığında ona inanmakta güçlük çektim .,Cellat bana bu aynanın evveliyatını anlattığında ona inanmakta güçlük çektim .,,,True,1.0
2097,Ey arkadaş !,Ey arkadaş !,Ey arkadaş !,,,True,1.0
2098,Gözlerini eyerin kuburluklarıyla atın doru boynunda hasıl olan gölgeli çizgiye dikmişti .,Gözlerini eyerin kuburluklarıyla atın doru boynunda hasıl olan gölgeli çizgiye dikmişti .,Gözlerini eyerin kuburluklarıyla atın doru boynunda hasıl olan gölgeli çizgiye dikmişti .,,,True,1.0
2099,"Günler , düzenlenen eylemlerin baş döndürücü heyecanıyla hızla akıp geçiyordu .","Günler , düzenlenen eylemlerin baş döndürücü heyecanıyla hızla akıp geçiyordu .","Günler , düzenlenen eylemlerin baş döndürücü heyecanıyla hızla akıp geçiyordu .",,,True,1.0
2100,"Eyvah , ne yer ne yâr kaldı !","Eyvah , ne yer ne yâr kaldı !","Eyvah , ne yer ne yâr kaldı !",,,True,1.0
2101,"Ezberi düşünmekten , söylediklerimizin anlamını düşünmezdik .","Ezberi düşünmekten , söylediklerimizin anlamını düşünmezdik .","Ezberi düşünmekten , söylediklerimizin anlamını düşünmezdik .",,,True,1.0
2102,"Beni karşısına oturttu , bir şiirimi ezbere okudu .","Beni karşısına oturttu , bir şiirimi ezbere okudu .","Beni karşısına oturttu , bir şiirimi ezbere okudu .",,,True,1.0
2103,"Ben ezelden beridir hür yaşadım , hür yaşarım / Hangi çılgın bana zincir vuracakmış ?","Ben ezelden beridir hür yaşadım , hür yaşarım / Hangi çılgın bana zincir vuracakmış ?","Ben ezelden beridir hür yaşadım , hür yaşarım / Hangi çılgın bana zincir vuracakmış ?",,,True,1.0
2104,"İçine ezginlik veren heyecanla , balkon kapısının yanındaki koltuğa oturdu .","İçine ezginlik veren heyecanla , balkon kapısının yanındaki koltuğa oturdu .","İçine ezginlik veren heyecanla , balkon kapısının yanındaki koltuğa oturdu .",,,True,1.0
2105,"Ezile büzüle , sıska bir yavru köpek gibi duvara , kapının pervazına sürünerek dışarı çıktı .","Ezile büzüle , sıska bir yavru köpek gibi duvara , kapının pervazına sürünerek dışarı çıktı .","Ezile büzüle , sıska bir yavru köpek gibi duvara , kapının pervazına sürünerek dışarı çıktı .",,,True,1.0
2106,"Çevremizi , ıslak bir ezilmiş ot kokusu sarmıştı .","Çevremizi , ıslak bir ezilmiş ot kokusu sarmıştı .","Çevremizi , ıslak bir ezilmiş ot kokusu sarmıştı .",,,True,1.0
2107,Eziyetli adam .,Eziyetli adam .,Eziyetli adam .,,,True,1.0
2108,Şerbet için şeker ezmek .,Şerbet için şeker ezmek .,Şerbet için şeker ezmek .,,,True,1.0
2109,Bu yol hayvanı ezdi .,Bu yol hayvanı ezdi .,Bu yol hayvanı ezdi .,,,True,1.0
2110,"Dost bir tabiat cesaret verir insana , onu faaliyete sürükler .","Dost bir tabiat cesaret verir insana , onu faaliyete sürükler .","Dost bir tabiat cesaret verir insana , onu faaliyete sürükler .",,,True,1.0
2111,Sebep olduğunuz faciadan henüz haberiniz yok .,Sebep olduğunuz faciadan henüz haberiniz yok .,Sebep olduğunuz faciadan henüz haberiniz yok .,,,True,1.0
2112,Şimdi karşısında bulunduğu vaziyet o kadar facialıydı ki böyle hafif teessürlerle geçiştirilmesine imkân bulamıyordum .,Şimdi karşısında bulunduğu vaziyet o kadar facialıydı ki böyle hafif teessürlerle geçiştirilmesine imkân bulamıyordum .,Şimdi karşısında bulunduğu vaziyet o kadar facialıydı ki böyle hafif teessürlerle geçiştirilmesine imkân bulamıyordum .,,,True,1.0
2113,Fağfuri fincan .,Fağfuri fincan .,Fağfuri fincan .,,,True,1.0
2114,Vilayetin bir yerinde faili yakalanamayan bir irtica vakası çıkar .,Vilayetin bir yerinde faili yakalanamayan bir irtica vakası çıkar .,Vilayetin bir yerinde faili yakalanamayan bir irtica vakası çıkar .,,,True,1.0
2115,"Bu Salih Araboğlu , tefecilikten , çalıp çırpmaktan para yapmış , uğursuz heriflerden biridir .","Bu Salih Araboğlu , tefecilikten , çalıp çırpmaktan para yapmış , uğursuz heriflerden biridir .","Bu Salih Araboğlu , tefecilikten , çalıp çırpmaktan para yapmış , uğursuz heriflerden biridir .",,,True,1.0
2116,"Seni fakir , soluk bir dekor içinde görmek istemem .","Seni fakir , soluk bir dekor içinde görmek istemem .","Seni fakir , soluk bir dekor içinde görmek istemem .",,,True,1.0
2117,"Renksiz , fakirane bir hayat , cazibesiz ve yabancı bir erkek .","Renksiz , fakirane bir hayat , cazibesiz ve yabancı bir erkek .","Renksiz , fakirane bir hayat , cazibesiz ve yabancı bir erkek .",,,True,1.0
2118,Yusuf Ali'nin Yıldızlara Karşı'yı yazdığı masa bizim fakirhanede bulunuyor .,Yusuf Ali'nin Yıldızlara Karşı'yı yazdığı masa bizim fakirhanede bulunuyor .,Yusuf Ali'nin Yıldızlara Karşı'yı yazdığı masa bizim fakirhanede bulunuyor .,,,True,1.0
2119,Bir ev hizmetçisi azıcık dişini sıkınca çocuğunu fakülteye gönderebiliyor .,Bir ev hizmetçisi azıcık dişini sıkınca çocuğunu fakülteye gönderebiliyor .,Bir ev hizmetçisi azıcık dişini sıkınca çocuğunu fakülteye gönderebiliyor .,,,True,1.0
2120,"Bana falan geldi , falan gitti diye anlatmaya başladı .","Bana falan geldi , falan gitti diye anlatmaya başladı .","Bana falan geldi , falan gitti diye anlatmaya başladı .",,,True,1.0
2121,Falanca geldi .,Falanca geldi .,Falanca geldi .,,,True,1.0
2122,Falanıncı evin falanıncı katına diye yazarsınız .,Falanıncı evin falanıncı katına diye yazarsınız .,Falanıncı evin falanıncı katına diye yazarsınız .,,,True,1.0
2123,"Falcılar , gelecekte olacakları bir bir bilir ve söyler .","Falcılar , gelecekte olacakları bir bir bilir ve söyler .","Falcılar , gelecekte olacakları bir bir bilir ve söyler .",,,True,1.0
2124,Bu iyi adamın şu kadarcık cehaleti ve falsosunu hoş görmeli .,Bu iyi adamın şu kadarcık cehaleti ve falsosunu hoş görmeli .,Bu iyi adamın şu kadarcık cehaleti ve falsosunu hoş görmeli .,,,True,1.0
2125,Ölümlü dünya bu .,Ölümlü dünya bu .,Ölümlü dünya bu .,,,True,1.0
2126,Bütün bu fânilikleri küçük görerek bunları ancak gönül oyalayıcı şeyler diye telakki ettiklerini gösteriyordu .,Bütün bu fânilikleri küçük görerek bunları ancak gönül oyalayıcı şeyler diye telakki ettiklerini gösteriyordu .,Bütün bu fânilikleri küçük görerek bunları ancak gönül oyalayıcı şeyler diye telakki ettiklerini gösteriyordu .,,,True,1.0
2127,Üstelik büyük bir taklit kabiliyeti ve fantezisi vardı .,Üstelik büyük bir taklit kabiliyeti ve fantezisi vardı .,Üstelik büyük bir taklit kabiliyeti ve fantezisi vardı .,,,True,1.0
2128,"Marazi insanların bu dünyada büyük bir yeri olduğunu sanan Dostoyevski , bir fantezistten başka bir şey değildir .","Marazi insanların bu dünyada büyük bir yeri olduğunu sanan Dostoyevski , bir fantezistten başka bir şey değildir .","Marazi insanların bu dünyada büyük bir yeri olduğunu sanan Dostoyevski , bir fantezistten başka bir şey değildir .",,,True,1.0
2129,Madenî darbe ortada asılı avizenin fanuslarına çarptı .,Madenî darbe ortada asılı avizenin fanuslarına çarptı .,Madenî darbe ortada asılı avizenin fanuslarına çarptı .,,,True,1.0
2130,"Klarnetlerle , fanyollar ağır , yalvarıcı nağmelere dökülmüşlerdi .","Klarnetlerle , fanyollar ağır , yalvarıcı nağmelere dökülmüşlerdi .","Klarnetlerle , fanyollar ağır , yalvarıcı nağmelere dökülmüşlerdi .",,,True,1.0
2131,Uzun ve kıvırcık kirpiklerini göz kapaklarına kadar sürdüğü farla boyadı .,Uzun ve kıvırcık kirpiklerini göz kapaklarına kadar sürdüğü farla boyadı .,Uzun ve kıvırcık kirpiklerini göz kapaklarına kadar sürdüğü farla boyadı .,,,True,1.0
2132,Pansiyonun kağşamış tahta merdiveni ağır bir vücudun adımları altında inlemeye başladı .,Pansiyonun kağşamış tahta merdiveni ağır bir vücudun adımları altında inlemeye başladı .,Pansiyonun kağşamış tahta merdiveni ağır bir vücudun adımları altında inlemeye başladı .,,,True,1.0
2133,Hac farizası .,Hac farizası .,Hac farizası .,,,True,1.0
2134,Birinci bölüm de orijinalinden farklıca .,Birinci bölüm de orijinalinden farklıca .,Birinci bölüm de orijinalinden farklıca .,,,True,1.0
2135,Eser konu bakımından eski farslar gibi bir toplamadır .,Eser konu bakımından eski farslar gibi bir toplamadır .,Eser konu bakımından eski farslar gibi bir toplamadır .,,,True,1.0
2136,"Öylesine fasarya , semt takımında bile yer alamaz , her zaman yedek dururdu .","Öylesine fasarya , semt takımında bile yer alamaz , her zaman yedek dururdu .","Öylesine fasarya , semt takımında bile yer alamaz , her zaman yedek dururdu .",,,True,1.0
2137,"Fazla olarak arada bir patronu çekiştirmek , dedikodu yapmak faslı da kapanacak .","Fazla olarak arada bir patronu çekiştirmek , dedikodu yapmak faslı da kapanacak .","Fazla olarak arada bir patronu çekiştirmek , dedikodu yapmak faslı da kapanacak .",,,True,1.0
2138,Ancak bir iki saat uyuyabildiğim o gecenin sabahında mersiyemi ilk defa çocuklarıma hıçkırık fasılaları arasında okudum,Ancak bir iki saat uyuyabildiğim o gecenin sabahında mersiyemi ilk defa çocuklarıma hıçkırık fasılaları arasında okudum,Ancak bir iki saat uyuyabildiğim o gecenin sabahında mersiyemi ilk defa çocuklarıma hıçkırık fasılaları arasında okudum,,,True,1.0
2139,Hepsi de bu asrın bir nevi insan fasilesine mensuptular .,Hepsi de bu asrın bir nevi insan fasilesine mensuptular .,Hepsi de bu asrın bir nevi insan fasilesine mensuptular .,,,True,1.0
2140,"Fasit daire , dönüp dolaşıp aynı noktaya gelinen meseleler için söylenir .","Fasit daire , dönüp dolaşıp aynı noktaya gelinen meseleler için söylenir .","Fasit daire , dönüp dolaşıp aynı noktaya gelinen meseleler için söylenir .",,,True,1.0
2141,"Fasulye pilakileri , piyazlar , köfteler , salçalı makarnalar , menemenler , patlıcan kızartmaları , neler de neler pişmedi .","Fasulye pilakileri , piyazlar , köfteler , salçalı makarnalar , menemenler , patlıcan kızartmaları , neler de neler pişmedi .","Fasulye pilakileri , piyazlar , köfteler , salçalı makarnalar , menemenler , patlıcan kızartmaları , neler de neler pişmedi .",,,True,1.0
2142,"Sarımusa Camii'nin bahçesinde yatan evliyaya , dudakları yine bir Fatiha gönderdi .","Sarımusa Camii'nin bahçesinde yatan evliyaya , dudakları yine bir Fatiha gönderdi .","Sarımusa Camii'nin bahçesinde yatan evliyaya , dudakları yine bir Fatiha gönderdi .",,,True,1.0
2143,"Camın arkasında oturmuş , ha babam fatura damgalayıp para üstü veriyor .","Camın arkasında oturmuş , ha babam fatura damgalayıp para üstü veriyor .","Camın arkasında oturmuş , ha babam fatura damgalayıp para üstü veriyor .",,,True,1.0
2144,"Daha o yaşta , sert , hızlı fakat faulsüz oynardı .","Daha o yaşta , sert , hızlı fakat faulsüz oynardı .","Daha o yaşta , sert , hızlı fakat faulsüz oynardı .",,,True,1.0
2145,Geminin altı saat tevakkufundan istifade ile bu şehrin içeri taraflarını araba ile gezdi .,Geminin altı saat tevakkufundan istifade ile bu şehrin içeri taraflarını araba ile gezdi .,Geminin altı saat tevakkufundan istifade ile bu şehrin içeri taraflarını araba ile gezdi .,,,True,1.0
2146,"Onun iyiliğini , faziletini , şan ve şerefini görmek benim saadetimdir .","Onun iyiliğini , faziletini , şan ve şerefini görmek benim saadetimdir .","Onun iyiliğini , faziletini , şan ve şerefini görmek benim saadetimdir .",,,True,1.0
2147,Biz ancak Cumhuriyet devrinde elli yıldan fazla bir barış devri geçirmişiz .,Biz ancak Cumhuriyet devrinde elli yıldan fazla bir barış devri geçirmişiz .,Biz ancak Cumhuriyet devrinde elli yıldan fazla bir barış devri geçirmişiz .,,,True,1.0
2148,Sonra daha dolgunca bir maaşla bir tütün şirketine kasadar oldu .,Sonra daha dolgunca bir maaşla bir tütün şirketine kasadar oldu .,Sonra daha dolgunca bir maaşla bir tütün şirketine kasadar oldu .,,,True,1.0
2149,"Fakat tuhaf ki kadın teessürde , korkuda hiçbir fazlalık göstermedi .","Fakat tuhaf ki kadın teessürde , korkuda hiçbir fazlalık göstermedi .","Fakat tuhaf ki kadın teessürde , korkuda hiçbir fazlalık göstermedi .",,,True,1.0
2150,Bu fecir dediğimiz aydınlanmanın başını belli etmek için ak iplikten kara ipliği seçmek kıstas sayılmıştır .,Bu fecir dediğimiz aydınlanmanın başını belli etmek için ak iplikten kara ipliği seçmek kıstas sayılmıştır .,Bu fecir dediğimiz aydınlanmanın başını belli etmek için ak iplikten kara ipliği seçmek kıstas sayılmıştır .,,,True,1.0
2151,İlk zamanlar sadık fedailerini sık sık gelip yokladılar .,İlk zamanlar sadık fedailerini sık sık gelip yokladılar .,İlk zamanlar sadık fedailerini sık sık gelip yokladılar .,,,True,1.0
2152,Kadınlar fedakârlık ettikleri erkekleri severler .,Kadınlar fedakârlık ettikleri erkekleri severler .,Kadınlar fedakârlık ettikleri erkekleri severler .,,,True,1.0
2153,Öğrenci federasyonu .,Öğrenci federasyonu .,Öğrenci federasyonu .,,,True,1.0
2154,"İnsanların korkması icap eden en büyük felaket , kötü ahlaktır .","İnsanların korkması icap eden en büyük felaket , kötü ahlaktır .","İnsanların korkması icap eden en büyük felaket , kötü ahlaktır .",,,True,1.0
2155,"Bir Mısır turnesinde zengin bir fellah kendisine tutulmuş , nikâhla almıştı .","Bir Mısır turnesinde zengin bir fellah kendisine tutulmuş , nikâhla almıştı .","Bir Mısır turnesinde zengin bir fellah kendisine tutulmuş , nikâhla almıştı .",,,True,1.0
2156,Felsefe diliyle söylersek her ozan bir fenomendir yani olgudur .,Felsefe diliyle söylersek her ozan bir fenomendir yani olgudur .,Felsefe diliyle söylersek her ozan bir fenomendir yani olgudur .,,,True,1.0
2157,Sokrates felsefesi .,Sokrates felsefesi .,Sokrates felsefesi .,,,True,1.0
2158,Her neyse bunlar derin felsefi görüşlerdir .,Her neyse bunlar derin felsefi görüşlerdir .,Her neyse bunlar derin felsefi görüşlerdir .,,,True,1.0
2159,Fena günler yaşadığına inanmak için bin şahit lazım .,Fena günler yaşadığına inanmak için bin şahit lazım .,Fena günler yaşadığına inanmak için bin şahit lazım .,,,True,1.0
2160,"Yalnız muhakkak olan bir şey varsa o da , Orhan'ın bana fena hâlde âşık olduğudur .","Yalnız muhakkak olan bir şey varsa o da , Orhan'ın bana fena hâlde âşık olduğudur .","Yalnız muhakkak olan bir şey varsa o da , Orhan'ın bana fena hâlde âşık olduğudur .",,,True,1.0
2161,Kendisini tam Cemile'nin karşısında görünce fenalaştı .,Kendisini tam Cemile'nin karşısında görünce fenalaştı .,Kendisini tam Cemile'nin karşısında görünce fenalaştı .,,,True,1.0
2162,Az ilerideki burunda bütün heybetiyle bir deniz feneri görünüyordu .,Az ilerideki burunda bütün heybetiyle bir deniz feneri görünüyordu .,Az ilerideki burunda bütün heybetiyle bir deniz feneri görünüyordu .,,,True,1.0
2163,"Ömrü boyunca fenik bahşiş almamış postacı , adamın aklını oynatmış olmasından korktu .","Ömrü boyunca fenik bahşiş almamış postacı , adamın aklını oynatmış olmasından korktu .","Ömrü boyunca fenik bahşiş almamış postacı , adamın aklını oynatmış olmasından korktu .",,,True,1.0
2164,Bu fennî ihmal yüzünden Hacer'in çocuğu ziyan oldu .,Bu fennî ihmal yüzünden Hacer'in çocuğu ziyan oldu .,Bu fennî ihmal yüzünden Hacer'in çocuğu ziyan oldu .,,,True,1.0
2165,Güneşin batıdan doğması gibi olağanüstü bir fenomen sayılmalıdır bu .,Güneşin batıdan doğması gibi olağanüstü bir fenomen sayılmalıdır bu .,Güneşin batıdan doğması gibi olağanüstü bir fenomen sayılmalıdır bu .,,,True,1.0
2166,Ferace ile böcü gibi çıkacak değilim ya .,Ferace ile böcü gibi çıkacak değilim ya .,Ferace ile böcü gibi çıkacak değilim ya .,,,True,1.0
2167,"Bugün başım ne kadar dinç , gönlüm ne kadar ferah .","Bugün başım ne kadar dinç , gönlüm ne kadar ferah .","Bugün başım ne kadar dinç , gönlüm ne kadar ferah .",,,True,1.0
2168,Ortadaki masa kaldırılınca oda ferahladı .,Ortadaki masa kaldırılınca oda ferahladı .,Ortadaki masa kaldırılınca oda ferahladı .,,,True,1.0
2169,Çok ferasetli valimiz de buna benzer öğütlerde bulunmuştur .,Çok ferasetli valimiz de buna benzer öğütlerde bulunmuştur .,Çok ferasetli valimiz de buna benzer öğütlerde bulunmuştur .,,,True,1.0
2170,"Bu şehrin gençleri de çakşırlı , fermeneli ; bıçak ve tüfek oyunu oynar , türkü söyler .","Bu şehrin gençleri de çakşırlı , fermeneli ; bıçak ve tüfek oyunu oynar , türkü söyler .","Bu şehrin gençleri de çakşırlı , fermeneli ; bıçak ve tüfek oyunu oynar , türkü söyler .",,,True,1.0
2171,"Biz 1826'da bir inkılaptan değil , onun ihtiyacını duymaktan bile fersah fersah uzaktık .","Biz 1826'da bir inkılaptan değil , onun ihtiyacını duymaktan bile fersah fersah uzaktık .","Biz 1826'da bir inkılaptan değil , onun ihtiyacını duymaktan bile fersah fersah uzaktık .",,,True,1.0
2172,"Yalnız birçok nefer yırtık , fersude eşyayı muttasıl at , eşek , öküz arabalarına yükletiyorlardı .","Yalnız birçok nefer yırtık , fersude eşyayı muttasıl at , eşek , öküz arabalarına yükletiyorlardı .","Yalnız birçok nefer yırtık , fersude eşyayı muttasıl at , eşek , öküz arabalarına yükletiyorlardı .",,,True,1.0
2173,İnsan tehlike karşısında ancak ana diliyle feryat edebiliyor .,İnsan tehlike karşısında ancak ana diliyle feryat edebiliyor .,İnsan tehlike karşısında ancak ana diliyle feryat edebiliyor .,,,True,1.0
2174,"Nihayet , beni feryat figan orta yaşlı bir avukat kâtibine veriyorlar .","Nihayet , beni feryat figan orta yaşlı bir avukat kâtibine veriyorlar .","Nihayet , beni feryat figan orta yaşlı bir avukat kâtibine veriyorlar .",,,True,1.0
2175,Fesatçı ve fırsatçı olduğu kadar korkak bir adamdı .,Fesatçı ve fırsatçı olduğu kadar korkak bir adamdı .,Fesatçı ve fırsatçı olduğu kadar korkak bir adamdı .,,,True,1.0
2176,"Bahreyn , sözkonusu anlaşmayı feshetti .","Bahreyn , sözkonusu anlaşmayı feshetti .","Bahreyn , sözkonusu anlaşmayı feshetti .",,,True,1.0
2177,Fes rengi perdeler .,Fes rengi perdeler .,Fes rengi perdeler .,,,True,1.0
2178,İlk bakışta festivale benzer bir durum göremedi .,İlk bakışta festivale benzer bir durum göremedi .,İlk bakışta festivale benzer bir durum göremedi .,,,True,1.0
2179,"Fettan bir kızcağız , İstanbul'u fethetmişti .","Fettan bir kızcağız , İstanbul'u fethetmişti .","Fettan bir kızcağız , İstanbul'u fethetmişti .",,,True,1.0
2180,"Karşımda fettanlaşmış , pervasız bir hâl takınmış başka bir kadın .","Karşımda fettanlaşmış , pervasız bir hâl takınmış başka bir kadın .","Karşımda fettanlaşmış , pervasız bir hâl takınmış başka bir kadın .",,,True,1.0
2181,Eserin aslına fevkalade sadakat gösterilmiş olması da ayrıca kayda şayandır .,Eserin aslına fevkalade sadakat gösterilmiş olması da ayrıca kayda şayandır .,Eserin aslına fevkalade sadakat gösterilmiş olması da ayrıca kayda şayandır .,,,True,1.0
2182,Cumhurbaşkanı başkanlığında toplanan Bakanlar Kurulu olağanüstü hâl ilan edebilir .,Cumhurbaşkanı başkanlığında toplanan Bakanlar Kurulu olağanüstü hâl ilan edebilir .,Cumhurbaşkanı başkanlığında toplanan Bakanlar Kurulu olağanüstü hâl ilan edebilir .,,,True,1.0
2183,"Bir kere fevri , hemen parlar , kızınca gözü dünyayı görmez .","Bir kere fevri , hemen parlar , kızınca gözü dünyayı görmez .","Bir kere fevri , hemen parlar , kızınca gözü dünyayı görmez .",,,True,1.0
2184,"Öteki , derbeder , feylesof , düşünceleri arasında kendinden geçmiş .","Öteki , derbeder , feylesof , düşünceleri arasında kendinden geçmiş .","Öteki , derbeder , feylesof , düşünceleri arasında kendinden geçmiş .",,,True,1.0
2185,"Su , kocaman fıçılara doldurulup arabalarla Beykoz'a getirilir .","Su , kocaman fıçılara doldurulup arabalarla Beykoz'a getirilir .","Su , kocaman fıçılara doldurulup arabalarla Beykoz'a getirilir .",,,True,1.0
2186,"Bin bu derde , yokluğa ve tehlikeye rağmen , gönül avlayan bir Bursa baharıydı .","Bin bu derde , yokluğa ve tehlikeye rağmen , gönül avlayan bir Bursa baharıydı .","Bin bu derde , yokluğa ve tehlikeye rağmen , gönül avlayan bir Bursa baharıydı .",,,True,1.0
2187,"Açık saçık türkülerini , fıkır fıkır gülüşlerini duyarız .","Açık saçık türkülerini , fıkır fıkır gülüşlerini duyarız .","Açık saçık türkülerini , fıkır fıkır gülüşlerini duyarız .",,,True,1.0
2188,"Bu fıkra hükmü , radyo , televizyon , sinema veya benzeri yollarla yapılan yayınların izin sistemine bağlanmasına engel değildir .","Bu fıkra hükmü , radyo , televizyon , sinema veya benzeri yollarla yapılan yayınların izin sistemine bağlanmasına engel değildir .","Bu fıkra hükmü , radyo , televizyon , sinema veya benzeri yollarla yapılan yayınların izin sistemine bağlanmasına engel değildir .",,,True,1.0
2189,Bir fındık faresi bile onu masa üzerine çıkarırmış .,Bir fındık faresi bile onu masa üzerine çıkarırmış .,Bir fındık faresi bile onu masa üzerine çıkarırmış .,,,True,1.0
2190,Yer yer kireç artıkları ve fırça çizgileri duruyor .,Yer yer kireç artıkları ve fırça çizgileri duruyor .,Yer yer kireç artıkları ve fırça çizgileri duruyor .,,,True,1.0
2191,Sen de amma fırdöndüsün !,Sen de amma fırdöndüsün !,Sen de amma fırdöndüsün !,,,True,1.0
2192,Fırfırlı etek .,Fırfırlı etek .,Fırfırlı etek .,,,True,1.0
2193,"Sapanı fırıldattı , taşı saldı .","Sapanı fırıldattı , taşı saldı .","Sapanı fırıldattı , taşı saldı .",,,True,1.0
2194,Elektrik fırını .,Elektrik fırını .,Elektrik fırını .,,,True,1.0
2195,Fırınlı kayın .,Fırınlı kayın .,Fırınlı kayın .,,,True,1.0
2196,Benim burada bir fırka kumandanım vardı .,Benim burada bir fırka kumandanım vardı .,Benim burada bir fırka kumandanım vardı .,,,True,1.0
2197,Borsada altın fiyatları fırladı .,Borsada altın fiyatları fırladı .,Borsada altın fiyatları fırladı .,,,True,1.0
2198,Dalgadan kimsenin eli tahlisiyeye değmeden bereket fırtına dindi .,Dalgadan kimsenin eli tahlisiyeye değmeden bereket fırtına dindi .,Dalgadan kimsenin eli tahlisiyeye değmeden bereket fırtına dindi .,,,True,1.0
2199,Kâmuran'ın ağlamasının kalbimde uyandırdığı fırtınaya kendim de şaşıyorum .,Kâmuran'ın ağlamasının kalbimde uyandırdığı fırtınaya kendim de şaşıyorum .,Kâmuran'ın ağlamasının kalbimde uyandırdığı fırtınaya kendim de şaşıyorum .,,,True,1.0
2200,O kadar fırtınalı bir maziden sonra istikbalde söneceğinize inanmaktan uzağım .,O kadar fırtınalı bir maziden sonra istikbalde söneceğinize inanmaktan uzağım .,O kadar fırtınalı bir maziden sonra istikbalde söneceğinize inanmaktan uzağım .,,,True,1.0
2201,"Bazı aileler sokağa çıkmış , genç kızlar aralarında fısıldaşıyorlardı .","Bazı aileler sokağa çıkmış , genç kızlar aralarında fısıldaşıyorlardı .","Bazı aileler sokağa çıkmış , genç kızlar aralarında fısıldaşıyorlardı .",,,True,1.0
2202,Kuru otlar fısır fısır yanar .,Kuru otlar fısır fısır yanar .,Kuru otlar fısır fısır yanar .,,,True,1.0
2203,Bu fıskiyenin sularını yıllarca neşeden çağıldar gibi duymuştum .,Bu fıskiyenin sularını yıllarca neşeden çağıldar gibi duymuştum .,Bu fıskiyenin sularını yıllarca neşeden çağıldar gibi duymuştum .,,,True,1.0
2204,"Suya en başköşeyi ayırmalarının nedeni de iyi suyun , hemen hemen memleketimizin dört bucağından fışkırmasıdır .","Suya en başköşeyi ayırmalarının nedeni de iyi suyun , hemen hemen memleketimizin dört bucağından fışkırmasıdır .","Suya en başköşeyi ayırmalarının nedeni de iyi suyun , hemen hemen memleketimizin dört bucağından fışkırmasıdır .",,,True,1.0
2205,"Ölümsüzlerden fışkıran ışık , karanlıkları bir anda dağıttı .","Ölümsüzlerden fışkıran ışık , karanlıkları bir anda dağıttı .","Ölümsüzlerden fışkıran ışık , karanlıkları bir anda dağıttı .",,,True,1.0
2206,"Buraya dikilen fidancıkların gölgeleri , sığınabilecek kadar geniş değildi .","Buraya dikilen fidancıkların gölgeleri , sığınabilecek kadar geniş değildi .","Buraya dikilen fidancıkların gölgeleri , sığınabilecek kadar geniş değildi .",,,True,1.0
2207,Fidelik tohum .,Fidelik tohum .,Fidelik tohum .,,,True,1.0
2208,Bulunduğu yerin bir figüranlar ve artistler kahvesi olduğunun farkında bile değildi .,Bulunduğu yerin bir figüranlar ve artistler kahvesi olduğunun farkında bile değildi .,Bulunduğu yerin bir figüranlar ve artistler kahvesi olduğunun farkında bile değildi .,,,True,1.0
2209,"Fikir adamları , insanların dünyaya bakış tarzlarını değiştirmek suretiyle cemiyete tesir ederler .","Fikir adamları , insanların dünyaya bakış tarzlarını değiştirmek suretiyle cemiyete tesir ederler .","Fikir adamları , insanların dünyaya bakış tarzlarını değiştirmek suretiyle cemiyete tesir ederler .",,,True,1.0
2210,Cebinden kaba fil dişi saplı bir de çakı çıkardı .,Cebinden kaba fil dişi saplı bir de çakı çıkardı .,Cebinden kaba fil dişi saplı bir de çakı çıkardı .,,,True,1.0
2211,Demir filizi .,Demir filizi .,Demir filizi .,,,True,1.0
2212,"Geride tek tük ev ve onların da ardında yarı filizî , yarı neftî bir orman seçiliyordu .","Geride tek tük ev ve onların da ardında yarı filizî , yarı neftî bir orman seçiliyordu .","Geride tek tük ev ve onların da ardında yarı filizî , yarı neftî bir orman seçiliyordu .",,,True,1.0
2213,Her zamanki şakacılığı ve filozofça sözleri ile evin içindeki bu gergin havayı yatıştırmasını çok iyi becerirdi .,Her zamanki şakacılığı ve filozofça sözleri ile evin içindeki bu gergin havayı yatıştırmasını çok iyi becerirdi .,Her zamanki şakacılığı ve filozofça sözleri ile evin içindeki bu gergin havayı yatıştırmasını çok iyi becerirdi .,,,True,1.0
2214,Filtreli sigara .,Filtreli sigara .,Filtreli sigara .,,,True,1.0
2215,Basketbol finalleri bugün yapılacak .,Basketbol finalleri bugün yapılacak .,Basketbol finalleri bugün yapılacak .,,,True,1.0
