sentence_id,sentence_text,gold_tokens,pred_tokens,missing_tokens,extra_tokens,exact_match,token_accuracy
2364.train,"Ünü , ölümünden sonra daha da genişlemişti .","Ünü , ölümünden sonra daha da genişlemişti .","Ünü , ölümünden sonra daha da genişlemişti .",,,True,1.0
2365.train,"Genzi iyice yanmıştı , konuşamıyordu , başını iki yana sarsarak niçin diye sordu .","Genzi iyice yanmıştı , konuşamıyordu , başını iki yana sarsarak niçin diye sordu .","Genzi iyice yanmıştı , konuşamıyordu , başını iki yana sarsarak niçin diye sordu .",,,True,1.0
2366.train,"Türkiye Büyük Millet Meclisi genel görüşme , gensoru ve meclis soruşturması yollarıyla denetleme yetkisini kullanır .","Türkiye Büyük Millet Meclisi genel görüşme , gensoru ve meclis soruşturması yollarıyla denetleme yetkisini kullanır .","Türkiye Büyük Millet Meclisi genel görüşme , gensoru ve meclis soruşturması yollarıyla denetleme yetkisini kullanır .",,,True,1.0
2367.train,"2 , 4 , 8 , 16 dizisi geometrik bir dizidir ve ortak çarpan denilen değişmez oranı 2'dir .","2 , 4 , 8 , 16 dizisi geometrik bir dizidir ve ortak çarpan denilen değişmez oranı 2'dir .","2 , 4 , 8 , 16 dizisi geometrik bir dizidir ve ortak çarpan denilen değişmez oranı 2'dir .",,,True,1.0
2368.train,Gepgenç öldü .,Gepgenç öldü .,Gepgenç öldü .,,,True,1.0
2369.train,Gerçek elmas .,Gerçek elmas .,Gerçek elmas .,,,True,1.0
2370.train,Bu peyzajdaki çiçekler son derece gerçek .,Bu peyzajdaki çiçekler son derece gerçek .,Bu peyzajdaki çiçekler son derece gerçek .,,,True,1.0
2371.train,"Çağımızda gerçekçilik akımlarının güçlenmesi , sinema sanatında da etkisini gösterdi .","Çağımızda gerçekçilik akımlarının güçlenmesi , sinema sanatında da etkisini gösterdi .","Çağımızda gerçekçilik akımlarının güçlenmesi , sinema sanatında da etkisini gösterdi .",,,True,1.0
2372.train,Bir fikrin gerçekleştirilmesine yaramayan zaferler boşa gider .,Bir fikrin gerçekleştirilmesine yaramayan zaferler boşa gider .,Bir fikrin gerçekleştirilmesine yaramayan zaferler boşa gider .,,,True,1.0
2373.train,"Çetin kendini tam bir gerçeküstü durum içinde duyar , kaçınılmaz olarak .","Çetin kendini tam bir gerçeküstü durum içinde duyar , kaçınılmaz olarak .","Çetin kendini tam bir gerçeküstü durum içinde duyar , kaçınılmaz olarak .",,,True,1.0
2374.train,Üyelerin veya grupların verecekleri gerekçeli güvensizlik önergeleri bir tam gün geçtikten sonra oylanır .,Üyelerin veya grupların verecekleri gerekçeli güvensizlik önergeleri bir tam gün geçtikten sonra oylanır .,Üyelerin veya grupların verecekleri gerekçeli güvensizlik önergeleri bir tam gün geçtikten sonra oylanır .,,,True,1.0
2375.train,Henüz tiyatro günlük yaşayış içinde belirli bir gereksinmeyi karşılamıyordu .,Henüz tiyatro günlük yaşayış içinde belirli bir gereksinmeyi karşılamıyordu .,Henüz tiyatro günlük yaşayış içinde belirli bir gereksinmeyi karşılamıyordu .,,,True,1.0
2376.train,Her hadisenin rüzgârı onun gergin sinirlerini derin derin sarsmıştır .,Her hadisenin rüzgârı onun gergin sinirlerini derin derin sarsmıştır .,Her hadisenin rüzgârı onun gergin sinirlerini derin derin sarsmıştır .,,,True,1.0
2377.train,O gerginleştikçe ben daha anlayışlı görünmeye çalışıyordum .,O gerginleştikçe ben daha anlayışlı görünmeye çalışıyordum .,O gerginleştikçe ben daha anlayışlı görünmeye çalışıyordum .,,,True,1.0
2378.train,Ardında kapı koyu karanlık bir sonsuzluğa açılıyordu .,Ardında kapı koyu karanlık bir sonsuzluğa açılıyordu .,Ardında kapı koyu karanlık bir sonsuzluğa açılıyordu .,,,True,1.0
2379.train,Yazının gerisi yarın yayımlanacak .,Yazının gerisi yarın yayımlanacak .,Yazının gerisi yarın yayımlanacak .,,,True,1.0
2380.train,Geri düşünce .,Geri düşünce .,Geri düşünce .,,,True,1.0
2381.train,Vilayetin bir yerinde faili yakalanamayan bir irtica vakası çıkar .,Vilayetin bir yerinde faili yakalanamayan bir irtica vakası çıkar .,Vilayetin bir yerinde faili yakalanamayan bir irtica vakası çıkar .,,,True,1.0
2382.train,Gerilimsiz cümlelerle az ama kimseyi umursamadan konuşurdu .,Gerilimsiz cümlelerle az ama kimseyi umursamadan konuşurdu .,Gerilimsiz cümlelerle az ama kimseyi umursamadan konuşurdu .,,,True,1.0
2383.train,"Geç uyanmıştı , geç ve güç .","Geç uyanmıştı , geç ve güç .","Geç uyanmıştı , geç ve güç .",,,True,1.0
2384.train,Yayı daha germe / Kıracaksın,Yayı daha germe / Kıracaksın,Yayı daha germe / Kıracaksın,,,True,1.0
2385.train,Bir çocuğa tencere getirmesini tembihliyordu .,Bir çocuğa tencere getirmesini tembihliyordu .,Bir çocuğa tencere getirmesini tembihliyordu .,,,True,1.0
2386.train,Baharı getirdik .,Baharı getirdik .,Baharı getirdik .,,,True,1.0
2387.train,"Belinde manevra kayışı , ayaklarında getrler , mahmuzlar , yanında da kasatura .","Belinde manevra kayışı , ayaklarında getrler , mahmuzlar , yanında da kasatura .","Belinde manevra kayışı , ayaklarında getrler , mahmuzlar , yanında da kasatura .",,,True,1.0
2388.train,Saatlerce asıl maksadımı ağzımın içinde gevelemekle kalıyordum .,Saatlerce asıl maksadımı ağzımın içinde gevelemekle kalıyordum .,Saatlerce asıl maksadımı ağzımın içinde gevelemekle kalıyordum .,,,True,1.0
2389.train,Gevezeliklerine tam zamanında son vermişler .,Gevezeliklerine tam zamanında son vermişler .,Gevezeliklerine tam zamanında son vermişler .,,,True,1.0
2390.train,"Şu kuvvetin , cevherin sırrını öğrenmek için soruyorum .","Şu kuvvetin , cevherin sırrını öğrenmek için soruyorum .","Şu kuvvetin , cevherin sırrını öğrenmek için soruyorum .",,,True,1.0
2391.train,İğdenin dalı gevrecik olur / Basmaya gelmez,İğdenin dalı gevrecik olur / Basmaya gelmez,İğdenin dalı gevrecik olur / Basmaya gelmez,,,True,1.0
2392.train,"Vicdan hürriyetine değil , ahlak gevşemesine şahit oluyoruz .","Vicdan hürriyetine değil , ahlak gevşemesine şahit oluyoruz .","Vicdan hürriyetine değil , ahlak gevşemesine şahit oluyoruz .",,,True,1.0
2393.train,"Kar kalkmış , hava açmış , ayaz gevşemişti .","Kar kalkmış , hava açmış , ayaz gevşemişti .","Kar kalkmış , hava açmış , ayaz gevşemişti .",,,True,1.0
2394.train,"Poker lafını işitmesin , eli ayağı gevşiyor .","Poker lafını işitmesin , eli ayağı gevşiyor .","Poker lafını işitmesin , eli ayağı gevşiyor .",,,True,1.0
2395.train,Öyle laf ettim ki adamcağız gezdirmeye mecbur kaldı .,Öyle laf ettim ki adamcağız gezdirmeye mecbur kaldı .,Öyle laf ettim ki adamcağız gezdirmeye mecbur kaldı .,,,True,1.0
2396.train,Salataya yağ gezdirmek .,Salataya yağ gezdirmek .,Salataya yağ gezdirmek .,,,True,1.0
2397.train,Beni eski kıyafetle gezdiriyor .,Beni eski kıyafetle gezdiriyor .,Beni eski kıyafetle gezdiriyor .,,,True,1.0
2398.train,"Yalnız omuz başlarını örten , kısa yollu , gezi gibi yarı sert kumaştan , yakasız bir yaz ceketiydi .","Yalnız omuz başlarını örten , kısa yollu , gezi gibi yarı sert kumaştan , yakasız bir yaz ceketiydi .","Yalnız omuz başlarını örten , kısa yollu , gezi gibi yarı sert kumaştan , yakasız bir yaz ceketiydi .",,,True,1.0
2399.train,Bir akşam rıhtım boyunda geziniyordum .,Bir akşam rıhtım boyunda geziniyordum .,Bir akşam rıhtım boyunda geziniyordum .,,,True,1.0
2400.train,Şapkam burada ne geziyor ?,Şapkam burada ne geziyor ?,Şapkam burada ne geziyor ?,,,True,1.0
2401.train,Bu giysiyle gezemem .,Bu giysiyle gezemem .,Bu giysiyle gezemem .,,,True,1.0
2402.train,"Doğrusu tarihçiler , özellikle de İstanbul'a gelen gezmenler , Uludağ'ın İstanbul'dan kolayca görüldüğüne inanmışlardır .","Doğrusu tarihçiler , özellikle de İstanbul'a gelen gezmenler , Uludağ'ın İstanbul'dan kolayca görüldüğüne inanmışlardır .","Doğrusu tarihçiler , özellikle de İstanbul'a gelen gezmenler , Uludağ'ın İstanbul'dan kolayca görüldüğüne inanmışlardır .",,,True,1.0
2403.train,"Git de gözü onda gör , adamın yüreğini gıcıklıyor .","Git de gözü onda gör , adamın yüreğini gıcıklıyor .","Git de gözü onda gör , adamın yüreğini gıcıklıyor .",,,True,1.0
2404.train,"Tren fazla yüklü olduğu için istediği sürati alamıyor , tekerlekler , dingiller gıcırdıyordu .","Tren fazla yüklü olduğu için istediği sürati alamıyor , tekerlekler , dingiller gıcırdıyordu .","Tren fazla yüklü olduğu için istediği sürati alamıyor , tekerlekler , dingiller gıcırdıyordu .",,,True,1.0
2405.train,Gıcırı bükme bir iltifat .,Gıcırı bükme bir iltifat .,Gıcırı bükme bir iltifat .,,,True,1.0
2406.train,Mahallenin huzurunu bozan bu efendinin evden çıkarılması için ahali gıcırtıya başlar .,Mahallenin huzurunu bozan bu efendinin evden çıkarılması için ahali gıcırtıya başlar .,Mahallenin huzurunu bozan bu efendinin evden çıkarılması için ahali gıcırtıya başlar .,,,True,1.0
2407.train,Sivri çenenin altında iki kat bir gerdan .,Sivri çenenin altında iki kat bir gerdan .,Sivri çenenin altında iki kat bir gerdan .,,,True,1.0
2408.train,"Evlenme yaşına girmiş kızları mütemadiyen koca lakırtısı ederek gıdıklar , toy genç kadınları ayıp hikâyelerle eğlendirir .","Evlenme yaşına girmiş kızları mütemadiyen koca lakırtısı ederek gıdıklar , toy genç kadınları ayıp hikâyelerle eğlendirir .","Evlenme yaşına girmiş kızları mütemadiyen koca lakırtısı ederek gıdıklar , toy genç kadınları ayıp hikâyelerle eğlendirir .",,,True,1.0
2409.train,Ne kadar dürüst ve gıllıgışsız olduğuna çok örnekler verebilirim .,Ne kadar dürüst ve gıllıgışsız olduğuna çok örnekler verebilirim .,Ne kadar dürüst ve gıllıgışsız olduğuna çok örnekler verebilirim .,,,True,1.0
2410.train,Elbette ya .,Elbette ya .,Elbette ya .,,,True,1.0
2411.train,Gıyaben hüküm giydi .,Gıyaben hüküm giydi .,Gıyaben hüküm giydi .,,,True,1.0
2412.train,"Reis , salonu boşalttı ve idam kararını da sanıkların gıyabında okudu .","Reis , salonu boşalttı ve idam kararını da sanıkların gıyabında okudu .","Reis , salonu boşalttı ve idam kararını da sanıkların gıyabında okudu .",,,True,1.0
2413.train,Birbirine benzer yaşayanlar arasındaki gıyabi dostluk alakasını içimizde taşıyoruz .,Birbirine benzer yaşayanlar arasındaki gıyabi dostluk alakasını içimizde taşıyoruz .,Birbirine benzer yaşayanlar arasındaki gıyabi dostluk alakasını içimizde taşıyoruz .,,,True,1.0
2414.train,"Kemancı uzun saçlı , papyon kravatlı , zayıf yüzlü bir adamdı .","Kemancı uzun saçlı , papyon kravatlı , zayıf yüzlü bir adamdı .","Kemancı uzun saçlı , papyon kravatlı , zayıf yüzlü bir adamdı .",,,True,1.0
2415.train,"Vururum , keserim gibilerden atıp tutmaya başladı .","Vururum , keserim gibilerden atıp tutmaya başladı .","Vururum , keserim gibilerden atıp tutmaya başladı .",,,True,1.0
2416.train,Giderleri karşılayabilecek gelir sağlanamamakta ve maaşlar ödenememektedir .,Giderleri karşılayabilecek gelir sağlanamamakta ve maaşlar ödenememektedir .,Giderleri karşılayabilecek gelir sağlanamamakta ve maaşlar ödenememektedir .,,,True,1.0
2417.train,Seni gidi seni !,Seni gidi seni !,Seni gidi seni !,,,True,1.0
2418.train,"Âdettir , genç kızlar girdikleri ailenin terbiyesine , gidişine ayak uydururlar .","Âdettir , genç kızlar girdikleri ailenin terbiyesine , gidişine ayak uydururlar .","Âdettir , genç kızlar girdikleri ailenin terbiyesine , gidişine ayak uydururlar .",,,True,1.0
2419.train,İçi ve dışı nice giranbaha avizelerle süslendi ve aydınlatıldı .,İçi ve dışı nice giranbaha avizelerle süslendi ve aydınlatıldı .,İçi ve dışı nice giranbaha avizelerle süslendi ve aydınlatıldı .,,,True,1.0
2420.train,"Kişiliklerinin tüm girdisi çıktısı , inişi çıkışı , özü özeti orada toplanır .","Kişiliklerinin tüm girdisi çıktısı , inişi çıkışı , özü özeti orada toplanır .","Kişiliklerinin tüm girdisi çıktısı , inişi çıkışı , özü özeti orada toplanır .",,,True,1.0
2421.train,Dil bilimine giriş .,Dil bilimine giriş .,Dil bilimine giriş .,,,True,1.0
2422.train,Işık girişimi .,Işık girişimi .,Işık girişimi .,,,True,1.0
2423.train,Erkek arkadaşları ile sosyal nizam üzerinde sonu gelmeyen tartışmalara girişirdi,Erkek arkadaşları ile sosyal nizam üzerinde sonu gelmeyen tartışmalara girişirdi,Erkek arkadaşları ile sosyal nizam üzerinde sonu gelmeyen tartışmalara girişirdi,,,True,1.0
2424.train,Elim bu eldivene girmiyor .,Elim bu eldivene girmiyor .,Elim bu eldivene girmiyor .,,,True,1.0
2425.train,İlkbahar girdi .,İlkbahar girdi .,İlkbahar girdi .,,,True,1.0
2426.train,Şalter dokuz buçukta açıldı .,Şalter dokuz buçukta açıldı .,Şalter dokuz buçukta açıldı .,,,True,1.0
2427.train,Nereye gidiyorsun ?,Nereye gidiyorsun ?,Nereye gidiyorsun ?,,,True,1.0
2428.train,Haber daha yeni gitti .,Haber daha yeni gitti .,Haber daha yeni gitti .,,,True,1.0
2429.train,Mahkemeye gitmek .,Mahkemeye gitmek .,Mahkemeye gitmek .,,,True,1.0
2430.train,Altın kaçtan gidiyor ?,Altın kaçtan gidiyor ?,Altın kaçtan gidiyor ?,,,True,1.0
2431.train,Bu işin sonu nereye gider .,Bu işin sonu nereye gider .,Bu işin sonu nereye gider .,,,True,1.0
2432.train,Sonunda giyiminden garsonların başı olduğu anlaşılan biri yaklaştı .,Sonunda giyiminden garsonların başı olduğu anlaşılan biri yaklaştı .,Sonunda giyiminden garsonların başı olduğu anlaşılan biri yaklaştı .,,,True,1.0
2433.train,Hepsi terzi Mir'de giyinirlerdi .,Hepsi terzi Mir'de giyinirlerdi .,Hepsi terzi Mir'de giyinirlerdi .,,,True,1.0
2434.train,O gün çözer gibi olmuştu Kütahya çinilerindeki dipdiri renklerin gizini .,O gün çözer gibi olmuştu Kütahya çinilerindeki dipdiri renklerin gizini .,O gün çözer gibi olmuştu Kütahya çinilerindeki dipdiri renklerin gizini .,,,True,1.0
2435.train,Mektubu senden gizli posta kutusuna attım .,Mektubu senden gizli posta kutusuna attım .,Mektubu senden gizli posta kutusuna attım .,,,True,1.0
2436.train,Bu işin gizliliği kalmadı .,Bu işin gizliliği kalmadı .,Bu işin gizliliği kalmadı .,,,True,1.0
2437.train,Demokrasinin en basit ve en açık tarifi halkın kendi temsilcilerini gizli oy ile seçmesidir .,Demokrasinin en basit ve en açık tarifi halkın kendi temsilcilerini gizli oy ile seçmesidir .,Demokrasinin en basit ve en açık tarifi halkın kendi temsilcilerini gizli oy ile seçmesidir .,,,True,1.0
2438.train,"Üst baş direğinden gocuğunu , papağını aldı , çizmelerinin kenar kürklerini düzledi .","Üst baş direğinden gocuğunu , papağını aldı , çizmelerinin kenar kürklerini düzledi .","Üst baş direğinden gocuğunu , papağını aldı , çizmelerinin kenar kürklerini düzledi .",,,True,1.0
2439.train,"Bu , gollük bir şuttu .","Bu , gollük bir şuttu .","Bu , gollük bir şuttu .",,,True,1.0
2440.train,Göbeğini eritmek için her sabah bir saat yol yürür .,Göbeğini eritmek için her sabah bir saat yol yürür .,Göbeğini eritmek için her sabah bir saat yol yürür .,,,True,1.0
2441.train,Bu halının göbeği pek zarif .,Bu halının göbeği pek zarif .,Bu halının göbeği pek zarif .,,,True,1.0
2442.train,Paris'te uzun yıllar yaşamalarına karşın ülkeleriyle olan göbek bağını hiç mi hiç gevşetmemiş gençler var .,Paris'te uzun yıllar yaşamalarına karşın ülkeleriyle olan göbek bağını hiç mi hiç gevşetmemiş gençler var .,Paris'te uzun yıllar yaşamalarına karşın ülkeleriyle olan göbek bağını hiç mi hiç gevşetmemiş gençler var .,,,True,1.0
2443.train,"Orta boylu , geniş göğüslü ve hafif göbekliydi .","Orta boylu , geniş göğüslü ve hafif göbekliydi .","Orta boylu , geniş göğüslü ve hafif göbekliydi .",,,True,1.0
2444.train,"Her sene , zamanı gelince İstanbul'un mahallelerinde Boğaz'ın köylerine göçler başlardı .","Her sene , zamanı gelince İstanbul'un mahallelerinde Boğaz'ın köylerine göçler başlardı .","Her sene , zamanı gelince İstanbul'un mahallelerinde Boğaz'ın köylerine göçler başlardı .",,,True,1.0
2445.train,Arkadaşım işini bana göçerdi .,Arkadaşım işini bana göçerdi .,Arkadaşım işini bana göçerdi .,,,True,1.0
2446.train,Obalarının hâlâ arkası kesilmeyen göçleri devam etmekteydi .,Obalarının hâlâ arkası kesilmeyen göçleri devam etmekteydi .,Obalarının hâlâ arkası kesilmeyen göçleri devam etmekteydi .,,,True,1.0
2447.train,"Yine o kadar muhacirlik olacak , çoluk çocuk meydanda kalacak .","Yine o kadar muhacirlik olacak , çoluk çocuk meydanda kalacak .","Yine o kadar muhacirlik olacak , çoluk çocuk meydanda kalacak .",,,True,1.0
2448.train,Rakiplerini göğüs çaprazı ile yenerdi .,Rakiplerini göğüs çaprazı ile yenerdi .,Rakiplerini göğüs çaprazı ile yenerdi .,,,True,1.0
2449.train,"Tehlike , ızdırap , korku orada göğüs göğüse bir kavganın acılarını tattım .","Tehlike , ızdırap , korku orada göğüs göğüse bir kavganın acılarını tattım .","Tehlike , ızdırap , korku orada göğüs göğüse bir kavganın acılarını tattım .",,,True,1.0
2450.train,"Uzun süren bir kışın karları , soğukları altından fışkıran gök ekinler .","Uzun süren bir kışın karları , soğukları altından fışkıran gök ekinler .","Uzun süren bir kışın karları , soğukları altından fışkıran gök ekinler .",,,True,1.0
2451.train,"Kutlu Melek , yüzü güneş esmeri , gözü menekşe moru , kumral saçı belikli gökçe gonca artık yoktur .","Kutlu Melek , yüzü güneş esmeri , gözü menekşe moru , kumral saçı belikli gökçe gonca artık yoktur .","Kutlu Melek , yüzü güneş esmeri , gözü menekşe moru , kumral saçı belikli gökçe gonca artık yoktur .",,,True,1.0
2452.train,"Gölün üstünde güneşin doğuşuna batışına , aylı gecelere doyum olmuyordu .","Gölün üstünde güneşin doğuşuna batışına , aylı gecelere doyum olmuyordu .","Gölün üstünde güneşin doğuşuna batışına , aylı gecelere doyum olmuyordu .",,,True,1.0
2453.train,"Sakın kesme , gölgesinde yorgun çiftçi dinlensin .","Sakın kesme , gölgesinde yorgun çiftçi dinlensin .","Sakın kesme , gölgesinde yorgun çiftçi dinlensin .",,,True,1.0
2454.train,Bir gün Kezban koyunlarını gölgelendirdiği ormanın alanından geçen bir adama rast geldi .,Bir gün Kezban koyunlarını gölgelendirdiği ormanın alanından geçen bir adama rast geldi .,Bir gün Kezban koyunlarını gölgelendirdiği ormanın alanından geçen bir adama rast geldi .,,,True,1.0
2455.train,"Gerçekçi olmayışı yüzünden , bugün bize tarihî gaf olarak görülen atılımlarla , bu çizgi hayli gölgelenmiştir .","Gerçekçi olmayışı yüzünden , bugün bize tarihî gaf olarak görülen atılımlarla , bu çizgi hayli gölgelenmiştir .","Gerçekçi olmayışı yüzünden , bugün bize tarihî gaf olarak görülen atılımlarla , bu çizgi hayli gölgelenmiştir .",,,True,1.0
2456.train,"Kurutan , yakan güneşli ve gölgesiz ve nihayetsiz bir çölün ortasında bir bardak buzlu su bulan yolcu memnuniyetini hissettim .","Kurutan , yakan güneşli ve gölgesiz ve nihayetsiz bir çölün ortasında bir bardak buzlu su bulan yolcu memnuniyetini hissettim .","Kurutan , yakan güneşli ve gölgesiz ve nihayetsiz bir çölün ortasında bir bardak buzlu su bulan yolcu memnuniyetini hissettim .",,,True,1.0
2457.train,"Gökyüzü mavi , masmaviydi / Güneş gittikçe ısıtıyordu","Gökyüzü mavi , masmaviydi / Güneş gittikçe ısıtıyordu","Gökyüzü mavi , masmaviydi / Güneş gittikçe ısıtıyordu",,,True,1.0
2458.train,Don ve gömleği ile fırlamış erkekler kapıların önlerinde giyiniyorlardı .,Don ve gömleği ile fırlamış erkekler kapıların önlerinde giyiniyorlardı .,Don ve gömleği ile fırlamış erkekler kapıların önlerinde giyiniyorlardı .,,,True,1.0
2459.train,İki pehlivan yenişememiştir ama Aliço'nun bir gömlek üstün olduğu iyice belirlenmiştir .,İki pehlivan yenişememiştir ama Aliço'nun bir gömlek üstün olduğu iyice belirlenmiştir .,İki pehlivan yenişememiştir ama Aliço'nun bir gömlek üstün olduğu iyice belirlenmiştir .,,,True,1.0
2460.train,"Siyah saten gömlekli , beyaz yakalı , saf kız çocuğunu hatırlatıyordu .","Siyah saten gömlekli , beyaz yakalı , saf kız çocuğunu hatırlatıyordu .","Siyah saten gömlekli , beyaz yakalı , saf kız çocuğunu hatırlatıyordu .",,,True,1.0
2461.train,"Gömme banyonun içinden bakınca lavabonun üstündeki aynada , başını , omuzlarını görebiliyordu .","Gömme banyonun içinden bakınca lavabonun üstündeki aynada , başını , omuzlarını görebiliyordu .","Gömme banyonun içinden bakınca lavabonun üstündeki aynada , başını , omuzlarını görebiliyordu .",,,True,1.0
2462.train,"Onu kalenin yanındaki küçük mezarlığa , bir zeytin ağacının yanına gömdüler .","Onu kalenin yanındaki küçük mezarlığa , bir zeytin ağacının yanına gömdüler .","Onu kalenin yanındaki küçük mezarlığa , bir zeytin ağacının yanına gömdüler .",,,True,1.0
2463.train,Gözlerini sıktı ve dört gün evvel refikasını gömdüğünü ağlayarak söyledi .,Gözlerini sıktı ve dört gün evvel refikasını gömdüğünü ağlayarak söyledi .,Gözlerini sıktı ve dört gün evvel refikasını gömdüğünü ağlayarak söyledi .,,,True,1.0
2464.train,Çok muhteşem bir cenaze töreniyle gömüldü .,Çok muhteşem bir cenaze töreniyle gömüldü .,Çok muhteşem bir cenaze töreniyle gömüldü .,,,True,1.0
2465.train,"Ve serin serviler altında kalan kabrinde / Her seher bir gül açar , her gece bir bülbül öter","Ve serin serviler altında kalan kabrinde / Her seher bir gül açar , her gece bir bülbül öter","Ve serin serviler altında kalan kabrinde / Her seher bir gül açar , her gece bir bülbül öter",,,True,1.0
2466.train,Gönderli bayrak .,Gönderli bayrak .,Gönderli bayrak .,,,True,1.0
2467.train,Yabancı dil bildiği için de Kore'ye gönüllü olarak göndermeye kalkmışlardı .,Yabancı dil bildiği için de Kore'ye gönüllü olarak göndermeye kalkmışlardı .,Yabancı dil bildiği için de Kore'ye gönüllü olarak göndermeye kalkmışlardı .,,,True,1.0
2468.train,"İhtiyar bana feragat , tevazu , hasbilik felsefesini anlatıyordu .","İhtiyar bana feragat , tevazu , hasbilik felsefesini anlatıyordu .","İhtiyar bana feragat , tevazu , hasbilik felsefesini anlatıyordu .",,,True,1.0
2469.train,Çok veresiye iş görüyor .,Çok veresiye iş görüyor .,Çok veresiye iş görüyor .,,,True,1.0
2470.train,"Ama üstüme düşüldü mü bende bir gönül tokluğu , bir nazlanma , bir ağırdan alış .","Ama üstüme düşüldü mü bende bir gönül tokluğu , bir nazlanma , bir ağırdan alış .","Ama üstüme düşüldü mü bende bir gönül tokluğu , bir nazlanma , bir ağırdan alış .",,,True,1.0
2471.train,Bu sanatçıların çoğunun başarısında dış ülkelerde edindikleri sahne görgü ve kültürü etken olmuştur .,Bu sanatçıların çoğunun başarısında dış ülkelerde edindikleri sahne görgü ve kültürü etken olmuştur .,Bu sanatçıların çoğunun başarısında dış ülkelerde edindikleri sahne görgü ve kültürü etken olmuştur .,,,True,1.0
2472.train,"Bundan ötürü de hâllerinde görgüsüzce bir çalım , budalaca bir durum sezilir .","Bundan ötürü de hâllerinde görgüsüzce bir çalım , budalaca bir durum sezilir .","Bundan ötürü de hâllerinde görgüsüzce bir çalım , budalaca bir durum sezilir .",,,True,1.0
2473.train,Türk iradesinin ne demek olduğunu da sen göreceksin .,Türk iradesinin ne demek olduğunu da sen göreceksin .,Türk iradesinin ne demek olduğunu da sen göreceksin .,,,True,1.0
2474.train,Eleştirmenler bu genç yazarı övgülerle değerlendirdiler .,Eleştirmenler bu genç yazarı övgülerle değerlendirdiler .,Eleştirmenler bu genç yazarı övgülerle değerlendirdiler .,,,True,1.0
2475.train,Cebi para görmek .,Cebi para görmek .,Cebi para görmek .,,,True,1.0
2476.train,Teftiş görmek .,Teftiş görmek .,Teftiş görmek .,,,True,1.0
2477.train,Körler parmaklarıyla görürler .,Körler parmaklarıyla görürler .,Körler parmaklarıyla görürler .,,,True,1.0
2478.train,"Görmemişliği , açgözlülüğü sonra sonra ortaya çıktıkça ondan sıdkı sıyrılmaya başlamıştı .","Görmemişliği , açgözlülüğü sonra sonra ortaya çıktıkça ondan sıdkı sıyrılmaya başlamıştı .","Görmemişliği , açgözlülüğü sonra sonra ortaya çıktıkça ondan sıdkı sıyrılmaya başlamıştı .",,,True,1.0
2479.train,"Görümcesi onu paylıyor , o Kutlu'nun yüzüne bakıyordu , duymamacasına .","Görümcesi onu paylıyor , o Kutlu'nun yüzüne bakıyordu , duymamacasına .","Görümcesi onu paylıyor , o Kutlu'nun yüzüne bakıyordu , duymamacasına .",,,True,1.0
2480.train,"Bu , biraz daha inandırıcı görünüyor .","Bu , biraz daha inandırıcı görünüyor .","Bu , biraz daha inandırıcı görünüyor .",,,True,1.0
2481.train,"Sen bir yanında Fevzi Paşa , bir yanında İsmet Paşa . üç genç subay görünürlüğünde oturdunuz .","Sen bir yanında Fevzi Paşa , bir yanında İsmet Paşa . üç genç subay görünürlüğünde oturdunuz .","Sen bir yanında Fevzi Paşa , bir yanında İsmet Paşa . üç genç subay görünürlüğünde oturdunuz .",,,True,1.0
2482.train,"Atıldı atılacak , düştü düşecek ; gelmiş olmak , gidecek olmak .","Atıldı atılacak , düştü düşecek ; gelmiş olmak , gidecek olmak .","Atıldı atılacak , düştü düşecek ; gelmiş olmak , gidecek olmak .",,,True,1.0
2483.train,Ondan evvel görüş açısı içine yandan giren bu uzun gölge bulanık bir karaltıdan ibaretti .,Ondan evvel görüş açısı içine yandan giren bu uzun gölge bulanık bir karaltıdan ibaretti .,Ondan evvel görüş açısı içine yandan giren bu uzun gölge bulanık bir karaltıdan ibaretti .,,,True,1.0
2484.train,"Bu , yeterince cesur olamadığımın bir göstergesi olabilir .","Bu , yeterince cesur olamadığımın bir göstergesi olabilir .","Bu , yeterince cesur olamadığımın bir göstergesi olabilir .",,,True,1.0
2485.train,Sinematekte film gösterileri başladı .,Sinematekte film gösterileri başladı .,Sinematekte film gösterileri başladı .,,,True,1.0
2486.train,Size kitaplarımı göstereyim .,Size kitaplarımı göstereyim .,Size kitaplarımı göstereyim .,,,True,1.0
2487.train,Son gelişmeler teorilerimizin doğru olduğunu gösteriyor,Son gelişmeler teorilerimizin doğru olduğunu gösteriyor,Son gelişmeler teorilerimizin doğru olduğunu gösteriyor,,,True,1.0
2488.train,Bunun böyle olduğunu size göstereceğim .,Bunun böyle olduğunu size göstereceğim .,Bunun böyle olduğunu size göstereceğim .,,,True,1.0
2489.train,İtaat göstermek .,İtaat göstermek .,İtaat göstermek .,,,True,1.0
2490.train,"Hepsi de tavuğun dibinden sabah sabah çıkmış , taptazedir .","Hepsi de tavuğun dibinden sabah sabah çıkmış , taptazedir .","Hepsi de tavuğun dibinden sabah sabah çıkmış , taptazedir .",,,True,1.0
2491.train,Bir mermi bacağını götürdü .,Bir mermi bacağını götürdü .,Bir mermi bacağını götürdü .,,,True,1.0
2492.train,Eksiler artıları götürdü .,Eksiler artıları götürdü .,Eksiler artıları götürdü .,,,True,1.0
